"","year","name","appres","judgeparty","sex","race","lawschool","abamin","pfedjdge","pfjdget","birthyear","aba","unsuccessful","nomdate","coder","presdummy","v17","circuit","congress.x","statenm","sen1name","sen1idno","sen1partynom","sen1dwnom1","sen1dwnom2","sen1logl","sen1nchoices","sen1errors","sen1gmp","sen1abv","sen2name","sen2idno","sen2partynom","sen2dwnom1","sen2dwnom2","sen2logl","sen2nchoices","sen2errors","sen2gmp","sen2abv","stateabv","senator1party","senator2party","pres","presideo","nomdatenum","term","congress.y","house","senate","SCmedian","first","firstSD","second","secondSD","third","thirdSD","fourth","fourthSD","fifth","fifthSD","sixth","sixthSD","seventh","seventhSD","eighth","eighthSD","ninth","ninthSD","tenth","tenthSD","eleventh","eleventhSD","DC","DCSD","gridlock4060","gridlock40","gridlock60","firstin","secondin","thirdin","fourthin","fifthin","sixthin","seventhin","eighthin","ninthin","tenthin","eleventhin","dcin","allin","presnom","presparty","allinpres","firstinP"
"11",1938,"Clark, William",1,0,1,1,39,NA,1,13,1891,9999,0,"10-Jun-38","",NA,NA,3,75,"NEW JER","MILTON",6540,100,-0.379000008106232,-0.920000016689301,-9.7378101348877,37,4,0.768999993801117,"MIL","SMATHERS",8594,100,-0.284000009298325,-0.00800000037997961,-19.9552001953125,93,10,0.806999981403351,"SMA","NJ","100","100","FDR",NA,-7875,1937,75,-0.130999997258186,-0.0135000003501773,-0.176141947507858,NA,NA,NA,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.0669999998062849",-0.0299999993294477,0.0370000004768372,0,0,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,1,0
"12",1938,"McCord, Leon Clarence",1,1,1,1,0,NA,0,0,1878,9999,0,"9-Jun-38","",NA,NA,5,75,"ALABAMA","BANKHEAD",404,100,-0.104000002145767,-0.0430000014603138,-63.4145011901855,126,32,0.605000019073486,"BAN","HILL",4418,100,-0.184000000357628,0.603999972343445,-21.0200996398926,74,13,0.753000020980835,"HIL","AL","100","100","FDR",NA,-7876,1937,75,-0.130999997258186,-0.0135000003501773,-0.176141947507858,NA,NA,NA,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.0669999998062849",-0.0299999993294477,0.0370000004768372,0,0,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,1,0
"13",1938,"Hamilton, Elwood",1,1,1,1,48,NA,1,3,1883,9999,0,"25-Feb-38","",NA,NA,6,75,"KENTUCK","BARKLEY",437,100,-0.226999998092651,-0.296999990940094,-33.6361999511719,166,8,0.816999971866608,"BAR","LOGAN",5747,100,-0.167999997735023,-0.142000004649162,-43.2322998046875,146,17,0.744000017642975,"LOG","KY","100","100","FDR",NA,-7980,1937,75,-0.130999997258186,-0.0135000003501773,-0.176141947507858,NA,NA,NA,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.0669999998062849",-0.0299999993294477,0.0370000004768372,0,0,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,0,0
"14",1938,"Maris, Albert B.",1,1,1,1,85,NA,1,2,1893,9999,0,"14-Jun-38","SS",0,NA,3,75,"PENNSYL","Davis, James",2391,200,0.217999994754791,0.104000002145767,-49.8335990905762,145,20,0.708999991416931,"DAV","Guffey, Joseph",3872,100,-0.344999998807907,-0.486000001430511,-32.7807998657227,155,12,0.809000015258789,"GUF","PA","100","200","FDR",NA,-7871,1937,75,-0.130999997258186,-0.0135000003501773,-0.176141947507858,NA,NA,NA,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.0669999998062849",-0.0299999993294477,0.0370000004768372,0,0,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,1,0
"15",1939,"Arant, Herschel",1,1,1,1,99,NA,0,0,1887,9999,0,"9-Feb-39","",NA,NA,6,76,"OHIO","DONAHEY",2652,100,0.186000004410744,0.505999982357025,-95.7546005249023,144,58,0.513999998569489,"DON","TAFT",9152,200,0.216999992728233,-0.607999980449677,-67.3880004882812,247,33,0.760999977588654,"TAF","OH","100","200","FDR",NA,-7631,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,0,0
"16",1939,"Biddle, Francis",1,1,1,1,39,NA,0,0,1886,9999,0,"9-Feb-39","",NA,NA,3,76,"PENNSYL","Davis, James J.",2391,200,0.188999995589256,0.0700000002980232,-79.3247985839844,229,36,0.707000017166138,"DAV","Guffey, Joseph F.",3872,100,-0.398000001907349,-0.512000024318695,-47.7400016784668,238,22,0.818000018596649,"GUF","PA","0","1","FDR",NA,-7631,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,1,0
"17",1939,"Clark, Charles Edward",1,1,1,1,99,NA,0,0,1889,9999,0,"5-Jan-39","",NA,NA,2,76,"CONNECT","DANAHER",2317,200,0.19200000166893,-0.116999998688698,-111.427001953125,258,45,0.648999989032745,"DAN","MALONEY",5945,100,0.0160000007599592,-0.115000002086163,-132.552993774414,240,74,0.575999975204468,"MAL","CT","200","100","FDR",NA,-7666,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104199998453259",-0.0168000001460314,0.0873999983072281,1,1,1,0,1,0,1,0,1,0,0,0,1,-0.505,100,1,0
"18",1939,"Jones, Charles Alvin",1,1,1,1,26,0,0,0,1887,9999,0,"14-Jul-39","",NA,NA,3,76,"PENNSYL","Davis, James J.",2391,200,0.188999995589256,0.0700000002980232,-79.3247985839844,229,36,0.707000017166138,"DAV","Guffey, Joseph F.",3872,100,-0.398000001907349,-0.512000024318695,-47.7400016784668,238,22,0.818000018596649,"GUF","PA","0","1","FDR",NA,-7476,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,1,0
"19",1939,"Magruder, Calvert",1,1,1,1,39,NA,0,0,1893,9999,0,"24-Apr-39","SS",0,NA,1,76,"MASSACH","Lodge, Henry",5739,200,0.0930000022053719,-0.875,-91.3261032104492,246,45,0.689999997615814,"LOD","Walsh, David",9782,100,0,-0.277999997138977,-181.813003540039,238,89,0.465999990701675,"WAL","MA","100","200","FDR",NA,-7557,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,1,0,1,0,1,0,1,0,0,0,1,-0.505,100,1,0
"20",1939,"Patterson, Robert Porter, Sr.",1,0,1,1,39,NA,1,9,1891,9999,0,"9-Feb-39","",NA,NA,2,76,"NEW YOR","MEAD",6394,100,-0.319000005722046,-0.462000012397766,-90.5160980224609,241,53,0.686999976634979,"MEA","WAGNER",9713,100,-0.215000003576279,-0.5,-83.9152984619141,229,51,0.693000018596649,"WAG","NY","100","100","FDR",NA,-7631,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,1,0,1,0,1,0,1,0,0,0,1,-0.505,100,1,0
"21",1939,"Huxman, Walter",1,1,1,1,45,NA,0,0,1887,9999,0,"24-Apr-39","EJ",0,NA,10,76,"KANSAS","Capper, Arthur",1494,200,0.279000014066696,0.437999993562698,-67.5979995727539,251,22,0.763999998569489,"CAP","Reed, Clyde M.",7780,200,0.301999986171722,0.186000004410744,-61.2178993225098,213,22,0.75,"REE","KS","0","0","FDR",NA,-7557,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,0,0
"22",1939,"Kerner, Otto, Sr.",1,1,1,1,587,NA,0,0,1884,9999,0,"5-Jan-39","",NA,NA,7,76,"ILLINOI","LUCAS",5823,100,-0.123999997973442,-0.34400001168251,-81.8078994750977,229,38,0.699999988079071,"LUC","SLATTERY",8568,100,-0.143999993801117,0.0390000008046627,-48.5116004943848,183,18,0.767000019550323,"SLA","IL","100","100","FDR",NA,-7666,1938,76,-0.0430000014603138,0.0140000004321337,-0.211454510688782,0.0500000007450581,NA,-0.00600000005215406,NA,-0.43299999833107,0.212132036685944,NA,NA,-0.172000005841255,NA,NA,NA,-0.168500006198883,NA,NA,NA,-0.0319999977946281,0.0692964643239975,NA,NA,NA,NA,NA,NA,"0.104199998453259",-0.0168000001460314,0.0873999983072281,1,1,1,0,1,0,1,0,1,0,0,0,0,-0.505,100,1,0
"23",1940,"Mahoney, John C.",1,1,1,1,39,NA,1,5,1882,9999,0,"11-Jan-40","",NA,NA,1,76,"RHODE I","GERRY",3544,100,-0.0659999996423721,-0.791999995708466,-63.8264999389648,235,24,0.762000024318695,"GER","GREEN",3783,100,-0.226999998092651,-0.252999991178513,-79.1004028320312,236,47,0.714999973773956,"GRE","RI","100","100","FDR",NA,-7295,1939,76,-0.0430000014603138,0.0140000004321337,-0.296213954687119,-0.0474999994039536,0.137885823845863,-0.00600000005215406,NA,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,0.0179999992251396,NA,-0.168500006198883,NA,-0.025000000372529,NA,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,0,1,1,1,1,1,1,1,0,0,0,-0.505,100,1,0
"24",1940,"Murrah, Alfred",1,1,1,1,66,NA,1,3,1904,9999,0,"5-Aug-40","SS",0,NA,10,76,"OKLAHOM","LEE",5562,100,-0.0020000000949949,0.560999989509583,-71.0435028076172,231,33,0.735000014305115,"LEE","Thomas, J. W. Elmer",9303,100,0,0.351999998092651,-78.6685028076172,225,35,0.704999983310699,"THO","OK","100","100","FDR",NA,-7088,1939,76,-0.0430000014603138,0.0140000004321337,-0.296213954687119,-0.0474999994039536,0.137885823845863,-0.00600000005215406,NA,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,0.0179999992251396,NA,-0.168500006198883,NA,-0.025000000372529,NA,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.0979999974370003",-0.0179999992251396,0.0799999982118607,1,1,0,1,1,1,1,1,1,1,0,0,1,-0.505,100,1,0
"25",1940,"Johnsen, Harvey",1,1,1,1,59,NA,0,0,1895,9999,0,"1-Oct-40","EJ",0,NA,8,76,"NEBRASK","Burke, Edward Raymond",1263,100,-0.025000000372529,-0.510999977588654,-89.0559005737305,213,39,0.657999992370605,"BUR","Noris, George William",6960,328,0.122000001370907,0.620999991893768,-135.395004272461,227,65,0.550999999046326,"NOR","NE","1","3","FDR",NA,-7031,1939,76,-0.0430000014603138,0.0140000004321337,-0.296213954687119,-0.0474999994039536,0.137885823845863,-0.00600000005215406,NA,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,0.0179999992251396,NA,-0.168500006198883,NA,-0.025000000372529,NA,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.0963999971747398",-0.0187999993562698,0.07759999781847,1,1,0,1,1,1,1,1,1,1,0,0,0,-0.505,100,1,0
"26",1940,"Dobie, Armistead M.",1,1,1,1,94,NA,1,1,1881,9999,0,"11-Jan-40","",NA,NA,4,76,"VIRGINI","BYRD",1365,100,0.122000001370907,0.0700000002980232,-135.475006103516,236,67,0.563000023365021,"BYR","GLASS",3625,100,-0.178000003099442,-0.852999985218048,-69.1179962158203,183,37,0.685000002384186,"GLA","VA","100","100","FDR",NA,-7295,1939,76,-0.0430000014603138,0.0140000004321337,-0.296213954687119,-0.0474999994039536,0.137885823845863,-0.00600000005215406,NA,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,0.0179999992251396,NA,-0.168500006198883,NA,-0.025000000372529,NA,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,0,1,1,1,1,1,1,1,0,0,1,-0.505,100,1,0
"27",1940,"Goodrich, Herbert",1,1,1,1,39,NA,0,0,1889,9999,0,"5-Mar-40","EJ",0,NA,3,76,"PENNSYL","Davis, James J.",2391,200,0.188999995589256,0.0700000002980232,-79.3247985839844,229,36,0.707000017166138,"DAV","Guffey, Joseph F.",3872,100,-0.398000001907349,-0.512000024318695,-47.7400016784668,238,22,0.818000018596649,"GUF","PA","0","1","FDR",NA,-7241,1939,76,-0.0430000014603138,0.0140000004321337,-0.296213954687119,-0.0474999994039536,0.137885823845863,-0.00600000005215406,NA,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,0.0179999992251396,NA,-0.168500006198883,NA,-0.025000000372529,NA,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.104999996721745",-0.0179999992251396,0.0869999974966049,1,1,0,1,1,1,1,1,1,1,0,0,0,-0.505,100,0,0
"28",1940,"Martin, John D.",1,1,1,1,94,NA,1,5,1883,9999,0,"12-Aug-40","SS",0,NA,6,76,"TENNESS","McKellar, Kenneth",6293,100,-0.0710000023245811,-0.0649999976158142,-89.3802032470703,244,44,0.693000018596649,"MCK","Stewart, A. Thomas",8929,100,-0.0829999968409538,0.282999992370605,-78.0123977661133,244,38,0.726000010967255,"STE","TN","100","100","FDR",NA,-7081,1939,76,-0.0430000014603138,0.0140000004321337,-0.296213954687119,-0.0474999994039536,0.137885823845863,-0.00600000005215406,NA,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,0.0179999992251396,NA,-0.168500006198883,NA,-0.025000000372529,NA,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.0979999974370003",-0.0179999992251396,0.0799999982118607,1,1,0,1,1,1,1,1,1,1,0,0,1,-0.505,100,1,0
"29",1941,"Woodbury, Peter",1,1,1,1,39,NA,0,0,1899,9999,0,"31-Jan-41","AW",0,NA,1,77,"NEW HAM","Bridges, Styles",1027,200,0.151999995112419,-0.446000009775162,-55.4523010253906,98,32,0.568000018596649,"BRI","Tobey, Charles W.",9401,200,0.17399999499321,-0.398000001907349,-42.2837982177734,133,16,0.727999985218048,"TOB","NH","200","200","FDR",NA,-6909,1940,77,-0.0539999976754189,0.0150000005960464,-0.209772944450378,-0.0474999994039536,0.137885823845863,-0.215500012040138,0.296277761459351,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,-0.0234999991953373,0.05868985876441,-0.0772500038146973,0.129046991467476,-0.0500000007450581,0.0353553406894207,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.0659999997587874",-0.00180000003892928,0.0641999997198582,1,1,0,1,1,1,1,1,1,1,0,0,0,-0.505,100,1,0
"30",1941,"McAllister, Thomas",1,1,1,1,54,NA,0,0,1896,9999,0,"25-Apr-41","SS",0,NA,6,77,"MICHIGA","Brown, Prentiss",1131,100,-0.0659999996423721,-0.0579999983310699,-63.848201751709,131,33,0.614000022411346,"BRO","Vandenberg, Arthur",9604,200,0.159999996423721,-0.232999995350838,-52.738899230957,156,27,0.712999999523163,"VAN","MI","200","100","FDR",NA,-6825,1940,77,-0.0539999976754189,0.0150000005960464,-0.209772944450378,-0.0474999994039536,0.137885823845863,-0.215500012040138,0.296277761459351,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,-0.0234999991953373,0.05868985876441,-0.0772500038146973,0.129046991467476,-0.0500000007450581,0.0353553406894207,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.0677999997977167",0.00200000009499491,0.0697999998927116,1,1,0,1,1,1,1,1,1,1,0,0,0,-0.505,100,1,0
"31",1941,"Minton, Sherman",1,1,1,1,43,NA,0,0,1890,9999,0,"7-May-41","",NA,NA,7,77,"INDIANA","VANNUYS",9626,100,0.0309999994933605,0.0179999992251396,-69.0893020629883,154,36,0.638999998569489,"VAN","WILLIS",10205,200,0.361000001430511,-0.028999999165535,-23.4286994934082,136,9,0.842000007629395,"WIL","IN","100","200","FDR",NA,-6813,1940,77,-0.0539999976754189,0.0150000005960464,-0.209772944450378,-0.0474999994039536,0.137885823845863,-0.215500012040138,0.296277761459351,-0.583000004291534,0.173205092549324,0.0374999940395355,NA,-0.172000005841255,NA,-0.0234999991953373,0.05868985876441,-0.0772500038146973,0.129046991467476,-0.0500000007450581,0.0353553406894207,-0.0319999977946281,0.0692964643239975,-0.0160000007599592,NA,NA,NA,NA,NA,"0.0677999997977167",0.00200000009499491,0.0697999998927116,1,1,0,1,1,1,1,1,1,1,0,0,0,-0.505,100,1,0
